Unicode,EmojiGlyph,Description,Year,Nature,UsageNumber,UsagePercentage,Sentiment,AverageSentiment,Annotations,Color
U+1F405,🐅,tiger,2010,emoji,582283,0.00425152336562447,0.2,0.000850304673124894,animal; nature; tiger,Orange
U+1F406,🐆,leopard,2010,emoji,402090,0.00293584911474995,0.428571428571429,0.00125822104917855,animal; leopard; nature,Orange
U+1F434,🐴,horse face,2010,emoji,1848737,0.0134985025363861,0.075,0.00101238769022895,animal; face; horse; nature,Gray
U+1F40E,🐎,horse,2010,emoji,1257943,0.00918483633752615,0.454545454545454,0.00417492560796643,animal; horse; nature; place; racehorse; racing,Green
U+1F42E,🐮,cow face,2010,emoji,1791919,0.0130836474666209,0.627906976744186,0.00821531352555267,animal; cow; face; nature,Gray
U+1F402,🐂,ox,2010,emoji,484320,0.00353624920603769,0.181818181818182,0.000642954401097761,animal; bull; nature; ox; taurus; zodiac,Orange
U+1F403,🐃,water buffalo,2010,emoji,335847,0.00245217766579976,0.0,0.0,animal; buffalo; nature; water,Gray
U+1F404,🐄,cow,2010,emoji,706155,0.00515597137861237,0.333333333333333,0.00171865712620412,animal; cow; nature,Gray
U+1F437,🐷,pig face,2010,emoji,6477362,0.0472942811152104,0.375,0.0177353554182039,animal; face; nature; pig,Gray
U+1F416,🐖,pig,2010,emoji,659008,0.00481172885029007,0.176470588235294,0.000849128620639423,animal; nature; pig; sow,Orange
U+1F417,🐗,boar,2010,emoji,563437,0.00411391981314473,0.625,0.00257119988321546,animal; boar; nature; pig,Gray
U+1F43D,🐽,pig nose,2010,emoji,1975091,0.0144210728043487,0.136363636363636,0.00196650992786574,animal; face; nature; nose; pig,Gray
U+1F40F,🐏,ram,2010,emoji,642568,0.00469169264086807,0.6,0.00281501558452084,animal; aries; nature; ram; sheep; zodiac,White
U+1F411,🐑,sheep,2010,emoji,1343661,0.00981070396521681,-0.19047619047619,0.0,animal; ewe; nature; sheep,White
U+1F410,🐐,goat,2010,emoji,1595083,0.0116464548073881,0.555555555555556,0.00647025267077118,animal; capricorn; goat; nature; zodiac,White
U+1F42A,🐪,dromedary camel,2010,emoji,775362,0.00566128439232696,0.692307692307692,0.00391935073314943,animal; camel; dromedary; hump; nature,Orange
U+1F42B,🐫,bactrian camel,2010,emoji,938086,0.00684940921848173,0.416666666666667,0.00285392050770072,animal; bactrian; camel; hump; nature,Orange
U+1F418,🐘,elephant,2010,emoji,2977510,0.0217402076591288,0.025,0.000543505191478221,animal; elephant; nature,Gray
U+1F42D,🐭,mouse face,2010,emoji,1545983,0.0112879525030925,0.733333333333333,0.00827783183560117,animal; face; mouse; nature,Gray
U+1F401,🐁,mouse,2010,emoji,293938,0.00214618025091738,-0.4,0.0,animal; mouse; nature,White
U+1F400,🐀,rat,2010,emoji,625874,0.00456980185740757,0.181818181818182,0.000830873064983194,animal; nature; rat,Gray
U+1F439,🐹,hamster face,2010,emoji,1149091,0.00839005644287878,0.357142857142857,0.00299644872959957,animal; face; hamster; nature; pet,Gray
U+1F430,🐰,rabbit face,2010,emoji,4382232,0.0319967468423211,0.618181818181818,0.0197798071388894,animal; bunny; face; nature; pet; rabbit,Gray
U+1F407,🐇,rabbit,2010,emoji,1177011,0.00859391355766358,0.260869565217391,0.00224189049330354,animal; bunny; nature; pet; rabbit,White
U+1F43B,🐻,bear face,2010,emoji,4384325,0.0320120288244574,0.468085106382979,0.0149843539178311,animal; bear; face; nature,Orange
U+1F428,🐨,koala,2010,emoji,1970909,0.0143905380459666,0.484848484848485,0.00697723056774137,animal; bear; koala; nature,Gray
U+1F43C,🐼,panda face,2010,emoji,6023557,0.0439808363453352,0.272727272727273,0.0119947735487278,animal; face; nature; panda,Gray
U+1F43E,🐾,paw prints,2010,emoji,5239973,0.0382595192453521,0.628205128205128,0.024034826192593,animal; feet; nature; paw; print,Brown
U+1F414,🐔,chicken,2010,emoji,1714985,0.0125219159741835,0.352941176470588,0.00441949975559417,animal; chicken; nature,Gray
U+1F413,🐓,rooster,2010,emoji,1164927,0.00850568256285486,0.0286458333333333,0.00024365236508178,animal; nature; rooster,White
U+1F423,🐣,hatching chick,2010,emoji,4209144,0.0307329495542168,0.493827160493827,0.0151767652119589,animal; baby; chick; hatching; nature,Orange
U+1F424,🐤,baby chick,2010,emoji,1326001,0.00968175995923187,0.590909090909091,0.00572103997590974,animal; baby; chick; nature,Orange
U+1F425,🐥,front-facing baby chick,2010,emoji,3520585,0.0257054548873435,0.611940298507463,0.0157302037370311,animal; baby; chick; nature,Orange
U+1F426,🐦,bird,2010,emoji,2316018,0.0169103419509188,0.5,0.0084551709754594,animal; bird; nature,Gray
U+1F427,🐧,penguin,2010,emoji,20279287,0.148068658227536,0.461267605633803,0.0682992754500256,animal; nature; penguin,Gray
U+1F438,🐸,frog face,2010,emoji,4582053,0.0334557343972427,-0.0833333333333333,0.0,animal; face; frog; nature,Green
U+1F40A,🐊,crocodile,2010,emoji,1128476,0.00823953658538278,0.1,0.000823953658538277,animal; crocodile; nature,Green
U+1F422,🐢,turtle,2010,emoji,4884565,0.0356645174741689,0.216216216216216,0.00771124702144192,animal; nature; turtle,Green
U+1F40D,🐍,snake,2010,emoji,4651831,0.0339652165518077,0.382352941176471,0.0129867004462794,animal; bearer; nature; ophiuchus; serpent; snake; zodiac,Green
U+1F432,🐲,dragon face,2010,emoji,865796,0.00632158576476422,-0.0625,0.0,animal; dragon; face; fairy tale; nature,Green
U+1F409,🐉,dragon,2010,emoji,1099209,0.00802584438701578,0.2,0.00160516887740316,animal; dragon; fairy tale; nature,Green
U+1F433,🐳,spouting whale,2010,emoji,3961755,0.0289266455510114,0.15,0.00433899683265171,animal; face; nature; spouting; whale,Gray
U+1F40B,🐋,whale,2010,emoji,1685627,0.0123075593418106,0.25,0.00307688983545264,animal; nature; whale,Gray
U+1F42C,🐬,dolphin,2010,emoji,3906479,0.028523049351984,0.457142857142857,0.0130391082751927,animal; dolphin; flipper; nature,Gray
U+1F41F,🐟,fish,2010,emoji,1972164,0.0143997013940703,0.724137931034483,0.0104273699750164,animal; fish; nature; pisces; zodiac,Gray
U+1F420,🐠,tropical fish,2010,emoji,2263932,0.0165300374494617,0.461538461538462,0.00762924805359773,animal; fish; nature; tropical,Green
U+1F421,🐡,blowfish,2010,emoji,410575,0.00299780210969798,0.333333333333333,0.000999267369899325,animal; blowfish; fish; nature,Gray
U+1F419,🐙,octopus,2010,emoji,4381021,0.0319879047590115,0.428571428571429,0.0137091020395763,animal; nature; octopus,Brown
U+1F41A,🐚,spiral shell,2010,emoji,1055433,0.00770621512280305,0.263157894736842,0.00202795134810607,animal; nature; shell; spiral,White
U+1F40C,🐌,snail,2010,emoji,919538,0.00671398150483458,0.785714285714286,0.00527527118237003,animal; nature; snail,Gray
U+1F41B,🐛,bug,2010,emoji,1795081,0.0131067347229587,0.333333333333333,0.00436891157431955,animal; bug; insect; nature,Green
U+1F41C,🐜,ant,2010,emoji,947160,0.00691566278078679,0.666666666666667,0.00461044185385786,animal; ant; insect; nature,Black
U+1F41D,🐝,honeybee,2010,emoji,4679003,0.0341636121650932,0.228571428571429,0.0078088256377356,animal; bee; honeybee; insect; nature,Gray
U+1F41E,🐞,lady beetle,2010,emoji,1219277,0.00890251759826151,0.333333333333333,0.00296750586608717,animal; beetle; insect; lady beetle; ladybird; ladybug; nature,Brown
U+1F490,💐,bouquet,2010,emoji,10123401,0.0739157349451832,0.757894736842105,0.0560203464847704,bouquet; flower; nature; object; place; plant; romance,Gray
U+1F338,🌸,cherry blossom,2010,emoji,61263516,0.447313882999003,0.652219873150106,0.291747004027891,blossom; cherry; flower; nature; plant,Gray
U+1F4AE,💮,white flower,2010,emoji,973411,0.00710733373781457,0.0,0.0,flower; object; symbol,Brown
U+1F339,🌹,rose,2010,emoji,48151754,0.351578712115589,0.61046511627907,0.214626539372889,flower; nature; plant; rose,Brown
U+1F33A,🌺,hibiscus,2010,emoji,15047587,0.109869544064943,0.56,0.0615269446763679,flower; hibiscus; nature; plant,Red
U+1F33B,🌻,sunflower,2010,emoji,11109048,0.0811124095016406,0.586538461538462,0.04757554788077,flower; nature; plant; sun; sunflower,Orange
U+1F33C,🌼,blossom,2010,emoji,7197949,0.0525556273462788,0.810810810810811,0.0426126708213072,blossom; flower; nature; plant,Orange
U+1F337,🌷,tulip,2010,emoji,9651611,0.0704709731907305,0.551724137931034,0.0388805369328168,flower; nature; plant; tulip,Gray
U+1F331,🌱,seedling,2010,emoji,2283251,0.0166710945984778,0.64,0.0106695005430258,nature; plant; seedling; young,Green
U+1F332,🌲,evergreen tree,2010,emoji,2159643,0.0157685741742543,0.434782608695652,0.00685590181489318,evergreen; nature; plant; tree,Green
U+1F333,🌳,deciduous tree,2010,emoji,1601873,0.0116960318062917,0.53125,0.00621351689709248,deciduous; nature; plant; shedding; tree,Green
U+1F334,🌴,palm tree,2010,emoji,14257689,0.10410212546701,0.533707865168539,0.0555601231425053,nature; palm; plant; tree,Green
U+1F335,🌵,cactus,2010,emoji,8945675,0.0653166008346159,0.217391304347826,0.0141992610510035,cactus; nature; plant,Green
U+1F33E,🌾,ear of rice,2010,emoji,3512627,0.0256473497684517,0.583333333333333,0.0149609540315968,ear; nature; plant; rice,Green
U+1F33F,🌿,herb,2010,emoji,9967079,0.0727743541465661,0.389423076923077,0.0283400129128455,herb; leaf; nature; plant,Green
U+1F340,🍀,four leaf clover,2010,emoji,15658355,0.114329049877367,0.287769784172662,0.0329004460078753,4; clover; four; leaf; nature; plant,Green
U+1F341,🍁,maple leaf,2010,emoji,8209415,0.059940818623604,0.490683229813665,0.0294119544799051,falling; leaf; maple; nature; plant,Red
U+1F342,🍂,fallen leaf,2010,emoji,5158735,0.0376663622148762,0.555555555555556,0.0209257567860423,falling; leaf; nature; plant,Orange
U+1F343,🍃,leaf fluttering in wind,2010,emoji,17070189,0.124637517133637,0.381443298969072,0.0475421457107689,blow; flutter; leaf; nature; plant; wind,Green
U+1F347,🍇,grapes,2010,emoji,3253477,0.023755173146085,0.304347826086957,0.00722983530533021,food; fruit; grape; nature; object; plant,Purple
U+1F348,🍈,melon,2010,emoji,432785,0.00315996781597915,-0.444444444444444,0.0,food; fruit; melon; nature; object; plant,Orange
U+1F349,🍉,watermelon,2010,emoji,5225171,0.0381514428480367,0.610294117647059,0.0232836011499048,food; fruit; nature; object; plant; watermelon,Red
U+1F34A,🍊,tangerine,2010,emoji,2636729,0.0192520045275573,0.444444444444444,0.00855644645669213,food; fruit; nature; object; orange; plant; tangerine,Orange
U+1F34B,🍋,lemon,2010,emoji,1605206,0.0117203676144428,0.263157894736842,0.00308430726695863,citrus; food; fruit; lemon; nature; object; plant,Yellow
U+1F34C,🍌,banana,2010,emoji,5727119,0.0418164024129364,0.451219512195122,0.0188683766985201,banana; food; fruit; nature; object; plant,Orange
U+1F34D,🍍,pineapple,2010,emoji,4201966,0.0306805395839473,0.5,0.0153402697919737,food; fruit; nature; object; pineapple; plant,Green
U+1F34E,🍎,red apple,2010,emoji,2784404,0.0203302494926663,0.340425531914894,0.00692093599750344,apple; food; fruit; nature; object; plant; red,Brown
U+1F34F,🍏,green apple,2010,emoji,1229130,0.00897445900771619,0.0740740740740741,0.00066477474131231,apple; food; fruit; green; nature; object; plant,Green
U+1F350,🍐,pear,2010,emoji,665039,0.00485576403149591,0.1875,0.000910455755905483,food; fruit; nature; object; pear; plant,Yellow
U+1F351,🍑,peach,2010,emoji,4479795,0.0327091004128708,0.26530612244898,0.00867792459933308,food; fruit; nature; object; peach; plant,Red
U+1F352,🍒,cherries,2010,emoji,4409235,0.0321939085067385,0.333333333333333,0.0107313028355795,cherry; food; fruit; nature; object; plant,Brown
U+1F353,🍓,strawberry,2010,emoji,5095706,0.0372061576988385,0.691489361702128,0.0257276622385586,berry; food; fruit; nature; object; plant; strawberry,Brown
U+1F345,🍅,tomato,2010,emoji,914800,0.00667938712769094,0.378378378378378,0.00252733566993711,food; nature; object; plant; tomato; vegetable,Red
U+1F346,🍆,aubergine,2010,emoji,5768921,0.0421216185702514,0.416666666666667,0.0175506744042714,aubergine; eggplant; food; nature; object; plant; vegetable,Gray
U+1F33D,🌽,ear of maize,2010,emoji,1802834,0.0131633430399689,0.476190476190476,0.00626825859046139,corn; ear; maize; maze; nature; object; plant,Yellow
U+1F344,🍄,mushroom,2010,emoji,1670117,0.0121943135018997,0.0,0.0,mushroom; nature; plant,Red
U+1F330,🌰,chestnut,2010,emoji,691664,0.00505016573927331,0.7,0.00353511601749132,chestnut; nature; plant,Brown
U+1F35E,🍞,bread,2010,emoji,1426096,0.010412600858386,0.0476190476190476,0.00049583813611362,bread; food; loaf; nature; object,Orange
U+1F356,🍖,meat on bone,2010,emoji,1133559,0.00827664997057085,0.142857142857143,0.00118237856722441,bone; food; meat; nature; object,Orange
U+1F357,🍗,poultry leg,2010,emoji,2633806,0.0192306623231692,0.0689655172413793,0.00132625257401167,bone; chicken; food; leg; nature; object; poultry,Gray
U+1F354,🍔,hamburger,2010,emoji,4600510,0.033590497676884,0.285714285714286,0.00959728505053828,burger; food; hamburger; nature; object,Orange
U+1F35F,🍟,french fries,2010,emoji,7240692,0.0528677141893034,0.313253012048193,0.0165609707099023,food; french; fries; nature; object,Orange
U+1F355,🍕,slice of pizza,2010,emoji,20414425,0.149055364630752,0.420454545454545,0.0626710055833845,cheese; food; nature; object; pizza; slice,Orange
U+1F372,🍲,pot of food,2010,emoji,1061369,0.0077495566641126,0.137931034482759,0.00106890436746381,food; nature; object; pot; stew,White
U+1F371,🍱,bento box,2010,emoji,1750910,0.0127842213770719,-0.333333333333333,0.0,bento; box; food; nature; object,Gray
U+1F358,🍘,rice cracker,2010,emoji,228622,0.00166927726706051,0.434782608695652,0.000725772724808919,cracker; food; nature; object; rice,Brown
U+1F359,🍙,rice ball,2010,emoji,520162,0.00379794858670089,0.310344827586207,0.00117867369932097,ball; food; japanese; nature; object; rice,Gray
U+1F35A,🍚,cooked rice,2010,emoji,1438685,0.010504519096854,0.5,0.005252259548427,cooked; food; nature; object; rice,White
U+1F35B,🍛,curry and rice,2010,emoji,863070,0.00630168195047685,0.0434782608695652,0.000273986171759863,curry; food; nature; object; rice,Gray
U+1F35C,🍜,steaming bowl,2010,emoji,1874837,0.0136890709710524,0.425,0.00581785516269726,bowl; food; nature; noodle; object; ramen; steaming,Gray
U+1F35D,🍝,spaghetti,2010,emoji,2223828,0.016237219192609,0.12280701754386,0.00199404446225023,food; nature; object; pasta; spaghetti,Orange
U+1F360,🍠,roasted sweet potato,2010,emoji,371268,0.00271080312650149,0.0,0.0,food; nature; object; potato; roasted; sweet,Gray
U+1F362,🍢,oden,2010,emoji,446809,0.00326236366761747,-0.133333333333333,0.0,food; kebab; nature; object; oden; seafood; skewer; stick,Gray
U+1F363,🍣,sushi,2010,emoji,1204297,0.00879314153882468,-0.245283018867925,0.0,food; nature; object; sushi,Brown
U+1F364,🍤,fried shrimp,2010,emoji,1306274,0.00953772380939807,0.0571428571428571,0.000545012789108461,food; fried; nature; object; prawn; shrimp; tempura,Orange
U+1F365,🍥,fish cake with swirl design,2010,emoji,2184871,0.0159527757248199,-0.655172413793103,0.0,cake; fish; food; nature; object; pastry; swirl,White
U+1F361,🍡,dango,2010,emoji,750898,0.00548266116682212,-0.0555555555555556,0.0,dango; dessert; food; japanese; nature; object; skewer; stick; sweet,Gray
U+1F366,🍦,soft ice cream,2010,emoji,4122823,0.0301026791385529,0.473684210526316,0.0142591638024724,cream; dessert; food; ice; icecream; nature; object; soft; sweet,Orange
U+1F367,🍧,shaved ice,2010,emoji,2258417,0.0164897698281137,0.325,0.00535917519413695,dessert; food; ice; nature; object; shaved; sweet,Gray
U+1F368,🍨,ice cream,2010,emoji,1270297,0.00927503872993487,0.233333333333333,0.00216417570365147,cream; dessert; food; ice; nature; object; sweet,White
U+1F369,🍩,doughnut,2010,emoji,7591770,0.0554311005841608,0.392523364485981,0.0217580020984556,dessert; donut; doughnut; food; nature; object; sweet,Brown
U+1F36A,🍪,cookie,2010,emoji,3793972,0.0277015825750108,0.333333333333333,0.00923386085833692,cookie; dessert; food; nature; object; sweet,Orange
U+1F382,🎂,birthday cake,2010,emoji,10080951,0.0736057874336283,0.621890547263682,0.0457747434288733,birthday; cake; celebration; dessert; food; object; pastry; sweet,White
U+1F370,🍰,shortcake,2010,emoji,4065304,0.0296827057365003,0.464285714285714,0.0137812562348037,cake; dessert; food; nature; object; pastry; shortcake; slice; sweet,White
U+1F36B,🍫,chocolate bar,2010,emoji,4217086,0.0307909378495471,0.157894736842105,0.00486172702887586,bar; chocolate; dessert; food; nature; object; sweet,Brown
U+1F36C,🍬,candy,2010,emoji,4454153,0.0325218760526519,0.390243902439024,0.0126914638254251,candy; dessert; food; nature; object; sweet,Gray
U+1F36D,🍭,lollipop,2010,emoji,7037974,0.0513875742682811,0.315789473684211,0.0162276550320888,candy; dessert; food; lollipop; nature; object; sweet,Gray
U+1F36E,🍮,custard,2010,emoji,874898,0.00638804376830187,-0.136363636363636,0.0,custard; dessert; food; nature; object; pudding; sweet,Orange
U+1F36F,🍯,honey pot,2010,emoji,952062,0.00695145459943561,0.0526315789473684,0.000365866031549242,food; honey; honeypot; nature; object; pot; sweet,Orange
U+1F37C,🍼,baby bottle,2010,emoji,1871190,0.0136624425005072,0.625,0.00853902656281702,baby; bottle; drink; milk; nature; object,White
U+2615,☕️,hot beverage,2003,emoji,9603804,0.0701219116904971,0.246073298429319,0.0172551301018501,beverage; coffee; drink; hot; nature; object; steaming; tea,Gray
U+1F375,🍵,teacup without handle,2010,emoji,1393914,0.0101776248674117,0.421052631578947,0.00428531573364702,beverage; cup; drink; nature; object; tea; teacup,Gray
U+1F376,🍶,sake bottle and cup,2010,emoji,294541,0.00215058303889071,0.666666666666667,0.00143372202592714,bar; beverage; bottle; cup; drink; nature; object; sake,Orange
U+1F377,🍷,wine glass,2010,emoji,4949915,0.0361416687080939,0.401459854014599,0.0145094290433954,bar; beverage; drink; glass; nature; object; wine,Brown
U+1F378,🍸,cocktail glass,2010,emoji,4074370,0.0297489008870246,0.550724637681159,0.0163834526624194,bar; cocktail; drink; glass; nature; object,White
U+1F379,🍹,tropical drink,2010,emoji,4670557,0.0341019439275763,0.67479674796748,0.0230118808616978,bar; drink; nature; object; tropical,Orange
U+1F37A,🍺,beer mug,2010,emoji,4985731,0.0364031782504697,0.50381679389313,0.0183405325536718,bar; beer; drink; mug; nature; object,Orange
U+1F37B,🍻,clinking beer mugs,2010,emoji,11082704,0.0809200595076617,0.521212121212121,0.0421765158645994,bar; beer; clink; drink; mug; nature; object,Orange
U+1F374,🍴,fork and knife,2010,emoji,5579822,0.0407409174044673,0.554347826086957,0.0225846389959547,cooking; food; fork; knife; nature; object,Gray
U+1F373,🍳,cooking,2010,emoji,1603091,0.0117049249999095,0.0303030303030303,0.000354694696966954,cooking; egg; food; frying; nature; object; pan,Gray
U+1F30D,🌍,earth globe europe-africa,2010,emoji,12424261,0.0907154011745437,0.617647058823529,0.0560301007254535,africa; earth; europe; globe; nature; place; world,Green
U+1F30E,🌎,earth globe americas,2010,emoji,11374724,0.0830522355341465,0.340909090909091,0.0283132621139136,americas; earth; globe; nature; place; world,Gray
U+1F30F,🌏,earth globe asia-australia,2010,emoji,6983226,0.0509878332467826,0.36,0.0183556199688417,asia; australia; earth; globe; nature; place; world,Gray
U+1F310,🌐,globe with meridians,2010,emoji,710226,0.00518569567353676,0.666666666666667,0.00345713044902451,earth; globe; meridians; nature; place; world,Gray
U+1F30B,🌋,volcano,2010,emoji,1348096,0.0098430859961649,0.666666666666667,0.0065620573307766,eruption; mountain; nature; place; volcano; weather,Red
U+1F5FB,🗻,mount fuji,2010,emoji,765798,0.00559145310845154,0.727272727272727,0.00406651135160112,fuji; mountain; nature; place,Gray
U+1F3E0,🏠,house building,2010,emoji,2066056,0.0150852512587327,0.565217391304348,0.0085264463636315,building; home; house; place,Gray
U+1F3E1,🏡,house with garden,2010,emoji,2682883,0.0195889966935952,0.472222222222222,0.00925035954975327,building; garden; home; house; place,Gray
U+26EA,⛪️,church,2009,emoji,740836,0.00540919374959559,0.153846153846154,0.000832183653783937,building; christian; church; cross; place; religion,Gray
U+1F3E2,🏢,office building,2010,emoji,785752,0.00573714669256385,0.2,0.00114742933851277,building; office; place,Gray
U+1F3E3,🏣,japanese post office,2010,emoji,168535,0.00123055368339024,0.0,0.0,building; japanese; office; place; post,Gray
U+1F3E4,🏤,european post office,2010,emoji,488164,0.00356431606668356,0.4,0.00142572642667342,building; european; office; place; post,Gray
U+1F3E5,🏥,hospital,2010,emoji,878942,0.00641757092346626,0.333333333333333,0.00213919030782209,building; doctor; hospital; medicine; place,Gray
U+1F3E6,🏦,green bank,2010,emoji,247353,0.0018060411501921,1.0,0.0018060411501921,bank; building; place,Gray
U+1F3E8,🏨,hotel,2010,emoji,284887,0.00208009462248195,0.285714285714286,0.000594312749280557,building; hotel; place,Gray
U+1F3E9,🏩,love hotel,2010,emoji,789664,0.00576571005334602,0.5,0.00288285502667301,building; hotel; love; place,Gray
U+1F3EA,🏪,convenience store,2010,emoji,1332194,0.00972697797899771,0.0833333333333333,0.000810581498249809,building; convenience; place; store,Gray
U+1F3EB,🏫,school,2010,emoji,776982,0.00567311277792694,-0.3,0.0,building; education; place; school,Orange
U+1F3EC,🏬,department store,2010,emoji,400374,0.00292331978778108,0.0,0.0,building; department; place; store,Gray
U+1F3ED,🏭,factory,2010,emoji,142209,0.00103833511591802,0.5,0.000519167557959008,building; factory; place,Gray
U+1F3EF,🏯,japanese castle,2010,emoji,183723,0.00134144844912633,0.166666666666667,0.000223574741521054,building; castle; japanese; place,Gray
U+1F3F0,🏰,european castle,2010,emoji,469572,0.00342856708824234,0.357142857142857,0.00122448824580083,building; castle; european; place,Gray
U+1F492,💒,wedding,2010,emoji,1277326,0.0093263607807881,0.666666666666667,0.00621757385385874,activity; chapel; place; romance; wedding,Gray
U+1F5FC,🗼,tokyo tower,2010,emoji,635597,0.00464079407542521,0.6,0.00278447644525512,place; tokyo; tower,White
U+1F5FD,🗽,statue of liberty,2010,emoji,1001828,0.00731481968447788,0.368421052631579,0.00269493356796553,liberty; place; statue,Gray
U+1F5FE,🗾,silhouette of japan,2010,emoji,162922,0.0011895705177281,0.4,0.000475828207091239,japan; map; place,Gray
U+26F2,⛲️,fountain,2009,emoji,263784,0.00192601164636076,0.0666666666666667,0.000128400776424051,fountain; object; place,Gray
U+26FA,⛺️,tent,2009,emoji,496317,0.00362384497273085,0.6,0.00217430698363851,camping; object; place; tent,Gray
U+1F301,🌁,foggy,2010,emoji,504054,0.00368033646617963,0.214285714285714,0.000788643528467064,fog; nature; place; weather,White
U+1F303,🌃,night with stars,2010,emoji,2224281,0.0162405267596934,0.410714285714286,0.00667021634773122,nature; night; place; star; weather,Gray
U+1F304,🌄,sunrise over mountains,2010,emoji,1257467,0.00918136083657209,0.2,0.00183627216731442,morning; mountain; nature; place; sun; sunrise; time; weather,Gray
U+1F305,🌅,sunrise,2010,emoji,2521518,0.0184107945686937,0.380952380952381,0.00701363602616903,morning; nature; place; sun; sunrise; time; weather,Orange
U+1F306,🌆,cityscape at dusk,2010,emoji,737846,0.00538736234654378,0.166666666666667,0.000897893724423963,building; city; dusk; evening; landscape; nature; place; sun; sunset; time; weather,Brown
U+1F307,🌇,sunset over buildings,2010,emoji,940549,0.00686739274547725,0.615384615384615,0.00422608784337061,building; dusk; nature; place; sun; sunset; time; weather,Orange
U+1F309,🌉,bridge at night,2010,emoji,602066,0.00439596839792345,0.714285714285714,0.00313997742708818,bridge; nature; night; place; weather,Purple
U+2668,♨️,hot springs,1995,text,8703837,0.0635508273057719,0.964285714285714,0.0612811549019943,hot; hotsprings; place; springs; steaming,Brown
U+1F30C,🌌,milky way,2010,emoji,4795690,0.0350155990975035,0.553191489361702,0.0193703314156402,milky way; nature; place; space; weather,Gray
U+1F3A0,🎠,carousel horse,2010,emoji,441092,0.0032206211488057,0.6,0.00193237268928342,activity; carousel; entertainment; horse; place,White
U+1F3A1,🎡,ferris wheel,2010,emoji,640665,0.0046777979385244,0.333333333333333,0.00155926597950813,activity; amusement park; entertainment; ferris; place; wheel,Gray
U+1F3A2,🎢,roller coaster,2010,emoji,680207,0.00496651276778014,0.571428571428572,0.00283800729587437,activity; amusement park; coaster; entertainment; place; roller,Gray
U+1F488,💈,barber pole,2010,emoji,668897,0.00488393311275808,0.0,0.0,barber; haircut; place; pole,Gray
U+1F3AA,🎪,circus tent,2010,emoji,425580,0.00310736070594962,0.333333333333333,0.00103578690198321,activity; circus; entertainment; place; tent,Gray
U+1F3AD,🎭,performing arts,2010,emoji,1852692,0.0135273798604897,0.0,0.0,activity; art; entertainment; mask; object; performing; place; theater; theatre,Gray
U+1F3A8,🎨,artist palette,2010,emoji,2101053,0.0153407808950551,0.2,0.00306815617901103,activity; art; entertainment; museum; object; painting; palette,Orange
U+1F3B0,🎰,slot machine,2010,emoji,249808,0.00182396626540689,-1.0,0.0,activity; game; object; place; slot,Gray
U+1F682,🚂,steam locomotive,2010,emoji,802941,0.00586265170495769,0.307692307692308,0.00180389283229467,engine; locomotive; place; railway; steam; train; travel; vehicle,Brown
U+1F683,🚃,railway car,2010,emoji,333764,0.00243696869838942,0.75,0.00182772652379206,car; electric; place; railway; train; tram; travel; trolleybus; vehicle,Gray
U+1F684,🚄,high-speed train,2010,emoji,276101,0.00201594388428356,0.714285714285714,0.0014399599173454,place; railway; shinkansen; speed; train; travel; vehicle,Gray
U+1F685,🚅,high-speed train with bullet nose,2010,emoji,204601,0.00149388859391418,0.666666666666667,0.000995925729276122,bullet; place; railway; shinkansen; speed; train; travel; vehicle,Gray
U+1F686,🚆,train,2010,emoji,135824,0.000991715213414401,0.5,0.000495857606707201,place; railway; train; travel; vehicle,Gray
U+1F687,🚇,metro,2010,emoji,269311,0.00196636688537995,0.0,0.0,metro; place; subway; travel; vehicle,Gray
U+1F688,🚈,light rail,2010,emoji,103527,0.000755899553091889,0.0,0.0,place; railway; travel; vehicle,Gray
U+1F689,🚉,station,2010,emoji,242614,0.00177143947157587,0.75,0.00132857960368191,place; railway; station; train; travel; vehicle,Gray
U+1F68A,🚊,tram,2010,emoji,215479,0.00157331401277625,0.25,0.000393328503194063,place; tram; travel; trolleybus; vehicle,Gray
U+1F69D,🚝,monorail,2010,emoji,88353,0.000645107007972101,1.0,0.000645107007972101,monorail; place; travel; vehicle,Gray
U+1F69E,🚞,mountain railway,2010,emoji,72759,0.000531247844363429,0.666666666666667,0.00035416522957562,car; mountain; place; railway; travel; vehicle,Gray
U+1F68B,🚋,tram car,2010,emoji,126133,0.000920956642519722,0.0833333333333333,0.0,car; place; tram; travel; trolleybus; vehicle,Gray
U+1F68C,🚌,bus,2010,emoji,852487,0.00622441046602959,0.222222222222222,0.00138320232578435,bus; place; travel; vehicle,Gray
U+1F68D,🚍,oncoming bus,2010,emoji,483246,0.00352840742447326,0.0909090909090909,0.000320764311315751,bus; oncoming; place; travel; vehicle,Gray
U+1F68E,🚎,trolleybus,2010,emoji,143039,0.00104439533816986,0.0,0.0,bus; place; tram; travel; trolley; trolleybus; vehicle,Gray
U+1F68F,🚏,bus stop,2010,emoji,106628,0.000778541419601475,0.0,0.0,bus; busstop; place; stop; travel,Gray
U+1F690,🚐,minibus,2010,emoji,197396,0.00144128148388465,0.833333333333333,0.00120106790323721,bus; minibus; place; travel; vehicle,Gray
U+1F691,🚑,ambulance,2010,emoji,541543,0.00395406137220282,0.0909090909090909,0.000359460124745711,ambulance; place; travel; vehicle,Gray
U+1F692,🚒,fire engine,2010,emoji,519958,0.00379645908629201,-0.333333333333333,0.0,engine; fire; place; travel; truck; vehicle,Brown
